Year,Race,Sex,AgeGroup,HispanicOrigin,Population
2020,Black,Male,80 to 84,Hispanic,8261
2020,Black,Male,85 years and over,Hispanic,5892
2020,Black,Male,Under 5,Hispanic,174991
2020,Black,Male,10 to 14,NonHispanic,1519380
2020,Black,Male,15 to 19,NonHispanic,1467343
2020,Black,Male,20 to 24,NonHispanic,1475003
2020,Black,Male,25 to 29,NonHispanic,1658001
2020,Black,Male,30 to 34,NonHispanic,1532950
2020,Black,Male,35 to 39,NonHispanic,1355903
2020,Black,Male,40 to 44,NonHispanic,1250407
2020,Black,Male,45 to 49,NonHispanic,1209149
2020,Black,Male,5 to 9,NonHispanic,1417439
2020,Black,Male,50 to 54,NonHispanic,1215284
2020,Black,Male,55 to 59,NonHispanic,1241983
2020,Black,Male,60 to 64,NonHispanic,1114021
2020,Black,Male,65 to 69,NonHispanic,831542
2020,Black,Male,70 to 74,NonHispanic,578040
2020,Black,Male,75 to 79,NonHispanic,335126
2020,Black,Male,80 to 84,NonHispanic,195293
2020,Black,Male,85 years and over,NonHispanic,143830
2020,Black,Male,Under 5,NonHispanic,1359857
2020,Other,Female,10 to 14,Hispanic,240922
2020,Other,Female,15 to 19,Hispanic,207335
2020,Other,Female,20 to 24,Hispanic,184654
2020,Other,Female,25 to 29,Hispanic,177660
2020,Other,Female,30 to 34,Hispanic,162857
2020,Other,Female,35 to 39,Hispanic,155822
2020,Other,Female,40 to 44,Hispanic,143560
2020,Other,Female,45 to 49,Hispanic,122170
2020,Other,Female,5 to 9,Hispanic,256564
2020,Other,Female,50 to 54,Hispanic,103805
2020,Other,Female,55 to 59,Hispanic,90557
2020,Other,Female,60 to 64,Hispanic,71457
2020,Other,Female,65 to 69,Hispanic,50280
2020,Other,Female,70 to 74,Hispanic,34057
2020,Other,Female,75 to 79,Hispanic,20965
2020,Other,Female,80 to 84,Hispanic,13321
2020,Other,Female,85 years and over,Hispanic,11999
2020,Other,Female,Under 5,Hispanic,271723
2020,Other,Female,10 to 14,NonHispanic,1113466
2020,Other,Female,15 to 19,NonHispanic,1067605
2020,Other,Female,20 to 24,NonHispanic,1057648
2020,Other,Female,25 to 29,NonHispanic,1175425
2020,Other,Female,30 to 34,NonHispanic,1225005
2020,Other,Female,35 to 39,NonHispanic,1175465
2020,Other,Female,40 to 44,NonHispanic,1059780
2020,Other,Female,45 to 49,NonHispanic,1002211
2020,Other,Female,5 to 9,NonHispanic,1138755
2020,Other,Female,50 to 54,NonHispanic,891184
2020,Other,Female,55 to 59,NonHispanic,838286
2020,Other,Female,60 to 64,NonHispanic,765726
2020,Other,Female,65 to 69,NonHispanic,648117
2020,Other,Female,70 to 74,NonHispanic,505238
2020,Other,Female,75 to 79,NonHispanic,319412
2020,Other,Female,80 to 84,NonHispanic,210167
2020,Other,Female,85 years and over,NonHispanic,220856
2020,Other,Female,Under 5,NonHispanic,1105373
2020,Other,Male,10 to 14,Hispanic,252415
2020,Other,Male,15 to 19,Hispanic,215877
2020,Other,Male,20 to 24,Hispanic,191166
2020,Other,Male,25 to 29,Hispanic,183461
2020,Other,Male,30 to 34,Hispanic,178470
2020,Other,Male,35 to 39,Hispanic,171996
2020,Other,Male,40 to 44,Hispanic,154959
2020,Other,Male,45 to 49,Hispanic,128430
2020,Other,Male,5 to 9,Hispanic,265833
2020,Other,Male,50 to 54,Hispanic,110033
2020,Other,Male,55 to 59,Hispanic,91355
2020,Other,Male,60 to 64,Hispanic,70187
2020,Other,Male,65 to 69,Hispanic,45858
2020,Other,Male,70 to 74,Hispanic,29570
2020,Other,Male,75 to 79,Hispanic,16310
2020,Other,Male,80 to 84,Hispanic,9472
2020,Other,Male,85 years and over,Hispanic,6846
2020,Other,Male,Under 5,Hispanic,284158
2020,Other,Male,10 to 14,NonHispanic,1159708
2020,Other,Male,15 to 19,NonHispanic,1085173
2020,Other,Male,20 to 24,NonHispanic,1062842
2020,Other,Male,25 to 29,NonHispanic,1150709
2020,Other,Male,30 to 34,NonHispanic,1152751
2020,Other,Male,35 to 39,NonHispanic,1079665
2020,Other,Male,40 to 44,NonHispanic,947052
2020,Other,Male,45 to 49,NonHispanic,905648
2020,Other,Male,5 to 9,NonHispanic,1200599
2020,Other,Male,50 to 54,NonHispanic,801456
2020,Other,Male,55 to 59,NonHispanic,742741
2020,Other,Male,60 to 64,NonHispanic,658289
2020,Other,Male,65 to 69,NonHispanic,532314
2020,Other,Male,70 to 74,NonHispanic,409653
2020,Other,Male,75 to 79,NonHispanic,256393
2020,Other,Male,80 to 84,NonHispanic,162275
2020,Other,Male,85 years and over,NonHispanic,133606
2020,Other,Male,Under 5,NonHispanic,1166403
2020,White,Female,10 to 14,Hispanic,2365885
2020,White,Female,15 to 19,Hispanic,2235860
2020,White,Female,20 to 24,Hispanic,2079967
2020,White,Female,25 to 29,Hispanic,2074645
2020,White,Female,30 to 34,Hispanic,1945247
2020,White,Female,35 to 39,Hispanic,1927093
2020,White,Female,40 to 44,Hispanic,1840399
2020,White,Female,45 to 49,Hispanic,1726409
2020,White,Female,5 to 9,Hispanic,2144204
2020,White,Female,50 to 54,Hispanic,1517774
2020,White,Female,55 to 59,Hispanic,1338678
2020,White,Female,60 to 64,Hispanic,1083646
2020,White,Female,65 to 69,Hispanic,834331
2020,White,Female,70 to 74,Hispanic,620085
2020,White,Female,75 to 79,Hispanic,416045
2020,White,Female,80 to 84,Hispanic,284283
2020,White,Female,85 years and over,Hispanic,285043
2020,White,Female,Under 5,Hispanic,2024316
2020,White,Female,10 to 14,NonHispanic,5242647
2020,White,Female,15 to 19,NonHispanic,5437496
2020,White,Female,20 to 24,NonHispanic,5542437
2020,White,Female,25 to 29,NonHispanic,5958601
2020,White,Female,30 to 34,NonHispanic,6215025
2020,White,Female,35 to 39,NonHispanic,6146267
2020,White,Female,40 to 44,NonHispanic,5755181
2020,White,Female,45 to 49,NonHispanic,5862998
2020,White,Female,5 to 9,NonHispanic,4855401
2020,White,Female,50 to 54,NonHispanic,6463650
2020,White,Female,55 to 59,NonHispanic,7427521
2020,White,Female,60 to 64,NonHispanic,7518148
2020,White,Female,65 to 69,NonHispanic,6811801
2020,White,Female,70 to 74,NonHispanic,5794050
2020,White,Female,75 to 79,NonHispanic,4027816
2020,White,Female,80 to 84,NonHispanic,2681242
2020,White,Female,85 years and over,NonHispanic,3029715
2020,White,Female,Under 5,NonHispanic,4533779
2020,White,Male,10 to 14,Hispanic,2476715
2020,White,Male,15 to 19,Hispanic,2325152
2020,White,Male,20 to 24,Hispanic,2138955
2020,White,Male,25 to 29,Hispanic,2172086
2020,White,Male,30 to 34,Hispanic,2142352
2020,White,Male,35 to 39,Hispanic,2124096
2020,White,Male,40 to 44,Hispanic,1976726
2020,White,Male,45 to 49,Hispanic,1799481
2020,White,Male,5 to 9,Hispanic,2231018
2020,White,Male,50 to 54,Hispanic,1589541
2020,White,Male,55 to 59,Hispanic,1351188
2020,White,Male,60 to 64,Hispanic,1040830
2020,White,Male,65 to 69,Hispanic,743403
2020,White,Male,70 to 74,Hispanic,517416
2020,White,Male,75 to 79,Hispanic,313880
2020,White,Male,80 to 84,Hispanic,197197
2020,White,Male,85 years and over,Hispanic,162509
2020,White,Male,Under 5,Hispanic,2101902
2020,White,Male,10 to 14,NonHispanic,5545360
2020,White,Male,15 to 19,NonHispanic,5714762
2020,White,Male,20 to 24,NonHispanic,5672672
2020,White,Male,25 to 29,NonHispanic,6080362
2020,White,Male,30 to 34,NonHispanic,6297003
2020,White,Male,35 to 39,NonHispanic,6270114
2020,White,Male,40 to 44,NonHispanic,5882671
2020,White,Male,45 to 49,NonHispanic,6010831
2020,White,Male,5 to 9,NonHispanic,5129642
2020,White,Male,50 to 54,NonHispanic,6574116
2020,White,Male,55 to 59,NonHispanic,7364297
2020,White,Male,60 to 64,NonHispanic,7293154
2020,White,Male,65 to 69,NonHispanic,6366514
2020,White,Male,70 to 74,NonHispanic,5249922
2020,White,Male,75 to 79,NonHispanic,3423610
2020,White,Male,80 to 84,NonHispanic,2057410
2020,White,Male,85 years and over,NonHispanic,1727787
2020,White,Male,Under 5,NonHispanic,4776060
2021,Black,Female,10 to 14,Hispanic,153903
2021,Black,Female,15 to 19,Hispanic,135615
2021,Black,Female,20 to 24,Hispanic,121477
2021,Black,Female,25 to 29,Hispanic,119446
2021,Black,Female,30 to 34,Hispanic,126144
2021,Black,Female,35 to 39,Hispanic,118601
2021,Black,Female,40 to 44,Hispanic,112075
2021,Black,Female,45 to 49,Hispanic,94262
2021,Black,Female,5 to 9,Hispanic,164836
2021,Black,Female,50 to 54,Hispanic,81648
2021,Black,Female,55 to 59,Hispanic,71246
2021,Black,Female,60 to 64,Hispanic,57536
2021,Black,Female,65 to 69,Hispanic,42798
2021,Black,Female,70 to 74,Hispanic,30851
2021,Black,Female,75 to 79,Hispanic,19646
2021,Black,Female,80 to 84,Hispanic,12782
2021,Black,Female,85 years and over,Hispanic,11706
2021,Black,Female,Under 5,Hispanic,173048
2021,Black,Female,10 to 14,NonHispanic,1457544
2021,Black,Female,15 to 19,NonHispanic,1438664
2021,Black,Female,20 to 24,NonHispanic,1482775
2021,Black,Female,25 to 29,NonHispanic,1617971
2021,Black,Female,30 to 34,NonHispanic,1653734
2021,Black,Female,35 to 39,NonHispanic,1472399
2021,Black,Female,40 to 44,NonHispanic,1414155
2021,Black,Female,45 to 49,NonHispanic,1316881
2021,Black,Female,5 to 9,NonHispanic,1374247
2021,Black,Female,50 to 54,NonHispanic,1358438
2021,Black,Female,55 to 59,NonHispanic,1394644
2021,Black,Female,60 to 64,NonHispanic,1322336
2021,Black,Female,65 to 69,NonHispanic,1087201
2021,Black,Female,70 to 74,NonHispanic,835693
2021,Black,Female,75 to 79,NonHispanic,512175
2021,Black,Female,80 to 84,NonHispanic,335725
2021,Black,Female,85 years and over,NonHispanic,330359
2021,Black,Female,Under 5,NonHispanic,1310779
2021,Black,Male,10 to 14,Hispanic,159391
2021,Black,Male,15 to 19,Hispanic,141170
2021,Black,Male,20 to 24,Hispanic,125490
2021,Black,Male,25 to 29,Hispanic,122958
2021,Black,Male,30 to 34,Hispanic,125251
2021,Black,Male,35 to 39,Hispanic,113051
2021,Black,Male,40 to 44,Hispanic,102360
2021,Black,Male,45 to 49,Hispanic,82822
2021,Black,Male,5 to 9,Hispanic,170837
2021,Black,Male,50 to 54,Hispanic,72909
2021,Black,Male,55 to 59,Hispanic,63885
2021,Black,Male,60 to 64,Hispanic,50183
2021,Black,Male,65 to 69,Hispanic,36229
2021,Black,Male,70 to 74,Hispanic,24264
2021,Black,Male,75 to 79,Hispanic,14156
2021,Black,Male,80 to 84,Hispanic,8469
2021,Black,Male,85 years and over,Hispanic,6175
2021,Black,Male,Under 5,Hispanic,178561
2021,Black,Male,10 to 14,NonHispanic,1507664
2021,Black,Male,15 to 19,NonHispanic,1465437
2021,Black,Male,20 to 24,NonHispanic,1474103
2021,Black,Male,25 to 29,NonHispanic,1606680
2021,Black,Male,30 to 34,NonHispanic,1590674
2021,Black,Male,35 to 39,NonHispanic,1368507
2021,Black,Male,40 to 44,NonHispanic,1279854
2021,Black,Male,45 to 49,NonHispanic,1174704
2021,Black,Male,5 to 9,NonHispanic,1409299
2021,Black,Male,50 to 54,NonHispanic,1216091
2021,Black,Male,55 to 59,NonHispanic,1225497
2021,Black,Male,60 to 64,NonHispanic,1126590
2021,Black,Male,65 to 69,NonHispanic,858035
2021,Black,Male,70 to 74,NonHispanic,611454
2021,Black,Male,75 to 79,NonHispanic,342811
2021,Black,Male,80 to 84,NonHispanic,198322
2021,Black,Male,85 years and over,NonHispanic,147453
2021,Black,Male,Under 5,NonHispanic,1346993
2021,Other,Female,10 to 14,Hispanic,245539
2021,Other,Female,15 to 19,Hispanic,214568
2021,Other,Female,20 to 24,Hispanic,188838
2021,Other,Female,25 to 29,Hispanic,178680
2021,Other,Female,30 to 34,Hispanic,167623
2021,Other,Female,35 to 39,Hispanic,156656
2021,Other,Female,40 to 44,Hispanic,147578
2021,Other,Female,45 to 49,Hispanic,124911
2021,Other,Female,5 to 9,Hispanic,260415
2021,Other,Female,50 to 54,Hispanic,107892
2021,Other,Female,55 to 59,Hispanic,93077
2021,Other,Female,60 to 64,Hispanic,74618
2021,Other,Female,65 to 69,Hispanic,53747
2021,Other,Female,70 to 74,Hispanic,36741
2021,Other,Female,75 to 79,Hispanic,22494
2021,Other,Female,80 to 84,Hispanic,13849
2021,Other,Female,85 years and over,Hispanic,12458
2021,Other,Female,Under 5,Hispanic,273717
2021,Other,Female,10 to 14,NonHispanic,1120285
2021,Other,Female,15 to 19,NonHispanic,1077269
2021,Other,Female,20 to 24,NonHispanic,1063511
2021,Other,Female,25 to 29,NonHispanic,1157877
2021,Other,Female,30 to 34,NonHispanic,1245221
2021,Other,Female,35 to 39,NonHispanic,1192076
2021,Other,Female,40 to 44,NonHispanic,1086264
2021,Other,Female,45 to 49,NonHispanic,1007359
2021,Other,Female,5 to 9,NonHispanic,1151479
2021,Other,Female,50 to 54,NonHispanic,921222
2021,Other,Female,55 to 59,NonHispanic,845320
2021,Other,Female,60 to 64,NonHispanic,776780
2021,Other,Female,65 to 69,NonHispanic,673118
2021,Other,Female,70 to 74,NonHispanic,537789
2021,Other,Female,75 to 79,NonHispanic,337705
2021,Other,Female,80 to 84,NonHispanic,221491
2021,Other,Female,85 years and over,NonHispanic,233018
2021,Other,Female,Under 5,NonHispanic,1082017
2021,Other,Male,10 to 14,Hispanic,256769
2021,Other,Male,15 to 19,Hispanic,223550
2021,Other,Male,20 to 24,Hispanic,195399
2021,Other,Male,25 to 29,Hispanic,183710
2021,Other,Male,30 to 34,Hispanic,181151
2021,Other,Male,35 to 39,Hispanic,173400
2021,Other,Male,40 to 44,Hispanic,159601
2021,Other,Male,45 to 49,Hispanic,131859
2021,Other,Male,5 to 9,Hispanic,270293
2021,Other,Male,50 to 54,Hispanic,113845
2021,Other,Male,55 to 59,Hispanic,94083
2021,Other,Male,60 to 64,Hispanic,73249
2021,Other,Male,65 to 69,Hispanic,49667
2021,Other,Male,70 to 74,Hispanic,31688
2021,Other,Male,75 to 79,Hispanic,17474
2021,Other,Male,80 to 84,Hispanic,9906
2021,Other,Male,85 years and over,Hispanic,7078
2021,Other,Male,Under 5,Hispanic,286068
2021,Other,Male,10 to 14,NonHispanic,1171805
2021,Other,Male,15 to 19,NonHispanic,1097522
2021,Other,Male,20 to 24,NonHispanic,1068495
2021,Other,Male,25 to 29,NonHispanic,1141343
2021,Other,Male,30 to 34,NonHispanic,1175727
2021,Other,Male,35 to 39,NonHispanic,1101970
2021,Other,Male,40 to 44,NonHispanic,971730
2021,Other,Male,45 to 49,NonHispanic,907321
2021,Other,Male,5 to 9,NonHispanic,1212147
2021,Other,Male,50 to 54,NonHispanic,828421
2021,Other,Male,55 to 59,NonHispanic,750646
2021,Other,Male,60 to 64,NonHispanic,669288
2021,Other,Male,65 to 69,NonHispanic,554861
2021,Other,Male,70 to 74,NonHispanic,431544
2021,Other,Male,75 to 79,NonHispanic,269780
2021,Other,Male,80 to 84,NonHispanic,170790
2021,Other,Male,85 years and over,NonHispanic,143580
2021,Other,Male,Under 5,NonHispanic,1141248
2021,White,Female,10 to 14,Hispanic,2340492
2021,White,Female,15 to 19,Hispanic,2275643
2021,White,Female,20 to 24,Hispanic,2113532
2021,White,Female,25 to 29,Hispanic,2080321
2021,White,Female,30 to 34,Hispanic,1977319
2021,White,Female,35 to 39,Hispanic,1929256
2021,White,Female,40 to 44,Hispanic,1867189
2021,White,Female,45 to 49,Hispanic,1743442
2021,White,Female,5 to 9,Hispanic,2134413
2021,White,Female,50 to 54,Hispanic,1564531
2021,White,Female,55 to 59,Hispanic,1373835
2021,White,Female,60 to 64,Hispanic,1124291
2021,White,Female,65 to 69,Hispanic,873937
2021,White,Female,70 to 74,Hispanic,653482
2021,White,Female,75 to 79,Hispanic,436977
2021,White,Female,80 to 84,Hispanic,293360
2021,White,Female,85 years and over,Hispanic,290548
2021,White,Female,Under 5,Hispanic,1985893
2021,White,Female,10 to 14,NonHispanic,5151203
2021,White,Female,15 to 19,NonHispanic,5395450
2021,White,Female,20 to 24,NonHispanic,5531435
2021,White,Female,25 to 29,NonHispanic,5820379
2021,White,Female,30 to 34,NonHispanic,6235094
2021,White,Female,35 to 39,NonHispanic,6151689
2021,White,Female,40 to 44,NonHispanic,5878199
2021,White,Female,45 to 49,NonHispanic,5619667
2021,White,Female,5 to 9,NonHispanic,4839125
2021,White,Female,50 to 54,NonHispanic,6436408
2021,White,Female,55 to 59,NonHispanic,7160233
2021,White,Female,60 to 64,NonHispanic,7541666
2021,White,Female,65 to 69,NonHispanic,6906871
2021,White,Female,70 to 74,NonHispanic,6052563
2021,White,Female,75 to 79,NonHispanic,4105015
2021,White,Female,80 to 84,NonHispanic,2736517
2021,White,Female,85 years and over,NonHispanic,2987362
2021,White,Female,Under 5,NonHispanic,4387828
2021,White,Male,10 to 14,Hispanic,2450171
2021,White,Male,15 to 19,Hispanic,2366752
2021,White,Male,20 to 24,Hispanic,2170046
2021,White,Male,25 to 29,Hispanic,2160924
2021,White,Male,30 to 34,Hispanic,2152707
2021,White,Male,35 to 39,Hispanic,2133569
2021,White,Male,40 to 44,Hispanic,2015763
2021,White,Male,45 to 49,Hispanic,1816496
2021,White,Male,5 to 9,Hispanic,2218481
2021,White,Male,50 to 54,Hispanic,1632709
2021,White,Male,55 to 59,Hispanic,1392053
2021,White,Male,60 to 64,Hispanic,1085590
2021,White,Male,65 to 69,Hispanic,780448
2021,White,Male,70 to 74,Hispanic,547243
2021,White,Male,75 to 79,Hispanic,329966
2021,White,Male,80 to 84,Hispanic,201762
2021,White,Male,85 years and over,Hispanic,165394
2021,White,Male,Under 5,Hispanic,2060340
2021,White,Male,10 to 14,NonHispanic,5452543
2021,White,Male,15 to 19,NonHispanic,5673637
2021,White,Male,20 to 24,NonHispanic,5661839
2021,White,Male,25 to 29,NonHispanic,5956953
2021,White,Male,30 to 34,NonHispanic,6305338
2021,White,Male,35 to 39,NonHispanic,6263030
2021,White,Male,40 to 44,NonHispanic,6006431
2021,White,Male,45 to 49,NonHispanic,5742088
2021,White,Male,5 to 9,NonHispanic,5104726
2021,White,Male,50 to 54,NonHispanic,6563250
2021,White,Male,55 to 59,NonHispanic,7102246
2021,White,Male,60 to 64,NonHispanic,7318784
2021,White,Male,65 to 69,NonHispanic,6456907
2021,White,Male,70 to 74,NonHispanic,5457688
2021,White,Male,75 to 79,NonHispanic,3487602
2021,White,Male,80 to 84,NonHispanic,2099621
2021,White,Male,85 years and over,NonHispanic,1733919
2021,White,Male,Under 5,NonHispanic,4625714
2022,Black,Female,10 to 14,Hispanic,157191
2022,Black,Female,15 to 19,Hispanic,142574
2022,Black,Female,20 to 24,Hispanic,126380
2022,Black,Female,25 to 29,Hispanic,119822
2022,Black,Female,30 to 34,Hispanic,129671
2022,Black,Female,35 to 39,Hispanic,120348
2022,Black,Female,40 to 44,Hispanic,115562
2022,Black,Female,45 to 49,Hispanic,98503
2022,Black,Female,5 to 9,Hispanic,168357
2022,Black,Female,50 to 54,Hispanic,84627
2022,Black,Female,55 to 59,Hispanic,73734
2022,Black,Female,60 to 64,Hispanic,59737
2022,Black,Female,65 to 69,Hispanic,45632
2022,Black,Female,70 to 74,Hispanic,32620
2022,Black,Female,75 to 79,Hispanic,21476
2022,Black,Female,80 to 84,Hispanic,13248
2022,Black,Female,85 years and over,Hispanic,12284
2022,Black,Female,Under 5,Hispanic,180277
2022,Black,Female,10 to 14,NonHispanic,1438610
2022,Black,Female,15 to 19,NonHispanic,1459637
2022,Black,Female,20 to 24,NonHispanic,1484106
2022,Black,Female,25 to 29,NonHispanic,1582268
2022,Black,Female,30 to 34,NonHispanic,1705376
2022,Black,Female,35 to 39,NonHispanic,1490659
2022,Black,Female,40 to 44,NonHispanic,1438021
2022,Black,Female,45 to 49,NonHispanic,1310285
2022,Black,Female,5 to 9,NonHispanic,1375760
2022,Black,Female,50 to 54,NonHispanic,1361819
2022,Black,Female,55 to 59,NonHispanic,1371079
2022,Black,Female,60 to 64,NonHispanic,1330176
2022,Black,Female,65 to 69,NonHispanic,1124974
2022,Black,Female,70 to 74,NonHispanic,860497
2022,Black,Female,75 to 79,NonHispanic,551916
2022,Black,Female,80 to 84,NonHispanic,346892
2022,Black,Female,85 years and over,NonHispanic,335044
2022,Black,Female,Under 5,NonHispanic,1306428
2022,Black,Male,10 to 14,Hispanic,162613
2022,Black,Male,15 to 19,Hispanic,148247
2022,Black,Male,20 to 24,Hispanic,130941
2022,Black,Male,25 to 29,Hispanic,124080
2022,Black,Male,30 to 34,Hispanic,129679
2022,Black,Male,35 to 39,Hispanic,115722
2022,Black,Male,40 to 44,Hispanic,106909
2022,Black,Male,45 to 49,Hispanic,86667
2022,Black,Male,5 to 9,Hispanic,173757
2022,Black,Male,50 to 54,Hispanic,75076
2022,Black,Male,55 to 59,Hispanic,65422
2022,Black,Male,60 to 64,Hispanic,52474
2022,Black,Male,65 to 69,Hispanic,38680
2022,Black,Male,70 to 74,Hispanic,25683
2022,Black,Male,75 to 79,Hispanic,15441
2022,Black,Male,80 to 84,Hispanic,8853
2022,Black,Male,85 years and over,Hispanic,6639
2022,Black,Male,Under 5,Hispanic,186236
2022,Black,Male,10 to 14,NonHispanic,1487073
2022,Black,Male,15 to 19,NonHispanic,1492138
2022,Black,Male,20 to 24,NonHispanic,1476785
2022,Black,Male,25 to 29,NonHispanic,1568416
2022,Black,Male,30 to 34,NonHispanic,1652003
2022,Black,Male,35 to 39,NonHispanic,1394073
2022,Black,Male,40 to 44,NonHispanic,1307090
2022,Black,Male,45 to 49,NonHispanic,1165881
2022,Black,Male,5 to 9,NonHispanic,1409889
2022,Black,Male,50 to 54,NonHispanic,1216097
2022,Black,Male,55 to 59,NonHispanic,1200723
2022,Black,Male,60 to 64,NonHispanic,1132652
2022,Black,Male,65 to 69,NonHispanic,891883
2022,Black,Male,70 to 74,NonHispanic,624680
2022,Black,Male,75 to 79,NonHispanic,372078
2022,Black,Male,80 to 84,NonHispanic,205213
2022,Black,Male,85 years and over,NonHispanic,152165
2022,Black,Male,Under 5,NonHispanic,1340807
2022,Other,Female,10 to 14,Hispanic,251669
2022,Other,Female,15 to 19,Hispanic,227570
2022,Other,Female,20 to 24,Hispanic,197362
2022,Other,Female,25 to 29,Hispanic,184657
2022,Other,Female,30 to 34,Hispanic,175596
2022,Other,Female,35 to 39,Hispanic,160185
2022,Other,Female,40 to 44,Hispanic,152435
2022,Other,Female,45 to 49,Hispanic,129655
2022,Other,Female,5 to 9,Hispanic,267633
2022,Other,Female,50 to 54,Hispanic,112251
2022,Other,Female,55 to 59,Hispanic,94944
2022,Other,Female,60 to 64,Hispanic,78546
2022,Other,Female,65 to 69,Hispanic,57688
2022,Other,Female,70 to 74,Hispanic,38918
2022,Other,Female,75 to 79,Hispanic,24687
2022,Other,Female,80 to 84,Hispanic,14668
2022,Other,Female,85 years and over,Hispanic,13154
2022,Other,Female,Under 5,Hispanic,282018
2022,Other,Female,10 to 14,NonHispanic,1133678
2022,Other,Female,15 to 19,NonHispanic,1112247
2022,Other,Female,20 to 24,NonHispanic,1099754
2022,Other,Female,25 to 29,NonHispanic,1184195
2022,Other,Female,30 to 34,NonHispanic,1289009
2022,Other,Female,35 to 39,NonHispanic,1223418
2022,Other,Female,40 to 44,NonHispanic,1128522
2022,Other,Female,45 to 49,NonHispanic,1024796
2022,Other,Female,5 to 9,NonHispanic,1170676
2022,Other,Female,50 to 54,NonHispanic,961035
2022,Other,Female,55 to 59,NonHispanic,854646
2022,Other,Female,60 to 64,NonHispanic,793481
2022,Other,Female,65 to 69,NonHispanic,699580
2022,Other,Female,70 to 74,NonHispanic,561210
2022,Other,Female,75 to 79,NonHispanic,371136
2022,Other,Female,80 to 84,NonHispanic,236319
2022,Other,Female,85 years and over,NonHispanic,247728
2022,Other,Female,Under 5,NonHispanic,1079819
2022,Other,Male,10 to 14,Hispanic,262918
2022,Other,Male,15 to 19,Hispanic,238550
2022,Other,Male,20 to 24,Hispanic,205206
2022,Other,Male,25 to 29,Hispanic,190389
2022,Other,Male,30 to 34,Hispanic,188348
2022,Other,Male,35 to 39,Hispanic,176442
2022,Other,Male,40 to 44,Hispanic,165440
2022,Other,Male,45 to 49,Hispanic,137059
2022,Other,Male,5 to 9,Hispanic,277495
2022,Other,Male,50 to 54,Hispanic,117689
2022,Other,Male,55 to 59,Hispanic,96534
2022,Other,Male,60 to 64,Hispanic,76447
2022,Other,Male,65 to 69,Hispanic,53717
2022,Other,Male,70 to 74,Hispanic,33336
2022,Other,Male,75 to 79,Hispanic,19603
2022,Other,Male,80 to 84,Hispanic,10405
2022,Other,Male,85 years and over,Hispanic,7559
2022,Other,Male,Under 5,Hispanic,295129
2022,Other,Male,10 to 14,NonHispanic,1188106
2022,Other,Male,15 to 19,NonHispanic,1139569
2022,Other,Male,20 to 24,NonHispanic,1105629
2022,Other,Male,25 to 29,NonHispanic,1161343
2022,Other,Male,30 to 34,NonHispanic,1221868
2022,Other,Male,35 to 39,NonHispanic,1135686
2022,Other,Male,40 to 44,NonHispanic,1017377
2022,Other,Male,45 to 49,NonHispanic,918020
2022,Other,Male,5 to 9,NonHispanic,1233823
2022,Other,Male,50 to 54,NonHispanic,862888
2022,Other,Male,55 to 59,NonHispanic,756752
2022,Other,Male,60 to 64,NonHispanic,685918
2022,Other,Male,65 to 69,NonHispanic,579371
2022,Other,Male,70 to 74,NonHispanic,446822
2022,Other,Male,75 to 79,NonHispanic,296336
2022,Other,Male,80 to 84,NonHispanic,181798
2022,Other,Male,85 years and over,NonHispanic,155871
2022,Other,Male,Under 5,NonHispanic,1136054
2022,White,Female,10 to 14,Hispanic,2304207
2022,White,Female,15 to 19,Hispanic,2346526
2022,White,Female,20 to 24,Hispanic,2171923
2022,White,Female,25 to 29,Hispanic,2106268
2022,White,Female,30 to 34,Hispanic,2043459
2022,White,Female,35 to 39,Hispanic,1941903
2022,White,Female,40 to 44,Hispanic,1906172
2022,White,Female,45 to 49,Hispanic,1774057
2022,White,Female,5 to 9,Hispanic,2143103
2022,White,Female,50 to 54,Hispanic,1615301
2022,White,Female,55 to 59,Hispanic,1405769
2022,White,Female,60 to 64,Hispanic,1171746
2022,White,Female,65 to 69,Hispanic,919163
2022,White,Female,70 to 74,Hispanic,679269
2022,White,Female,75 to 79,Hispanic,472252
2022,White,Female,80 to 84,Hispanic,306076
2022,White,Female,85 years and over,Hispanic,301261
2022,White,Female,Under 5,Hispanic,2002832
2022,White,Female,10 to 14,NonHispanic,5052785
2022,White,Female,15 to 19,NonHispanic,5395427
2022,White,Female,20 to 24,NonHispanic,5517287
2022,White,Female,25 to 29,NonHispanic,5728810
2022,White,Female,30 to 34,NonHispanic,6243758
2022,White,Female,35 to 39,NonHispanic,6145741
2022,White,Female,40 to 44,NonHispanic,5975333
2022,White,Female,45 to 49,NonHispanic,5533809
2022,White,Female,5 to 9,NonHispanic,4798850
2022,White,Female,50 to 54,NonHispanic,6331044
2022,White,Female,55 to 59,NonHispanic,6889913
2022,White,Female,60 to 64,NonHispanic,7487847
2022,White,Female,65 to 69,NonHispanic,6998083
2022,White,Female,70 to 74,NonHispanic,5986733
2022,White,Female,75 to 79,NonHispanic,4493119
2022,White,Female,80 to 84,NonHispanic,2835820
2022,White,Female,85 years and over,NonHispanic,2957496
2022,White,Female,Under 5,NonHispanic,4298096
2022,White,Male,10 to 14,Hispanic,2410215
2022,White,Male,15 to 19,Hispanic,2447366
2022,White,Male,20 to 24,Hispanic,2232758
2022,White,Male,25 to 29,Hispanic,2177013
2022,White,Male,30 to 34,Hispanic,2199188
2022,White,Male,35 to 39,Hispanic,2150422
